2026-06-13 22:27:58 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 20:09:12 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.6047 – 0.4176)
2026-06-18 20:09:12 | __main__                       | INFO    | Phase 10: Generating reasoning...
2026-06-18 20:09:12 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 100 candidates
2026-06-18 20:09:12 | __main__                       | INFO    | Phase 11: Building submission CSV...
2026-06-18 20:09:12 | src.ranking.submission_builder | INFO    | Submission saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv (100 rows)
2026-06-18 20:09:12 | src.ranking.submission_builder | INFO    | Debug candidate CSV saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/debug/candidate_debug.csv (100 rows)
2026-06-18 20:09:12 | src.ranking.submission_builder | INFO    | Full scores saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/candidate_scores.csv (915 rows)
2026-06-18 20:09:12 | __main__                       | INFO    | ======================================================================
2026-06-18 20:09:12 | __main__                       | INFO    | Pipeline complete in 53.9s
2026-06-18 20:09:12 | __main__                       | INFO    | Submission: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv
2026-06-18 20:09:12 | __main__                       | INFO    | Top candidate: CAND_0000031 (score: 0.6047)
2026-06-18 20:09:12 | __main__                       | INFO    | 100th candidate: CAND_0001310 (score: 0.4176)
2026-06-18 20:09:12 | __main__                       | INFO    | ======================================================================
2026-06-18 20:09:50 | __main__                       | INFO    | ======================================================================
2026-06-18 20:09:50 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-18 20:09:50 | __main__                       | INFO    | ======================================================================
2026-06-18 20:09:50 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-18 20:09:50 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-18 20:09:50 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-18 20:09:50 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-18 20:09:50 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-18 20:09:50 | __main__                       | INFO    | Phase 2+3: Loading, validating, pre-filtering, and parsing candidates...
2026-06-18 20:09:50 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 20:10:03 | src.ingestion.data_loader      | INFO    | Loaded 100000 candidate records
2026-06-18 20:10:07 | __main__                       | INFO    |   Loaded and filtered: 44599 passed, 0 invalid, 55401 pre-filtered in 16.8s
2026-06-18 20:10:07 | __main__                       | INFO    | Phase 4: Structured feature extraction...
2026-06-18 20:10:44 | __main__                       | INFO    |   Extracted features for 44599 candidates in 36.8s
2026-06-18 20:10:44 | __main__                       | INFO    | Phase 5: Pre-filtering to top 5000 by structured score...
2026-06-18 20:10:44 | __main__                       | INFO    |   Selected 5000 candidates for semantic reranking
2026-06-18 20:10:44 | __main__                       | INFO    | Phase 6: Semantic embedding and similarity...
2026-06-18 20:10:44 | src.semantic.embedding_store   | INFO    | No cached embeddings found
2026-06-18 20:11:04 | src.semantic.embedding_generator | INFO    | CPU threading: 6 threads (from 12 logical cores)
2026-06-18 20:11:04 | src.semantic.embedding_generator | INFO    | Loading model from local cache: /home/dev/Documents/RedRob project/Redrob-Codebase/models/all-MiniLM-L6-v2 (forcing CPU)
2026-06-18 20:11:04 | src.semantic.embedding_generator | INFO    | Encoding 5000 texts in batches of 512
2026-06-18 20:18:27 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 20:18:27 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-18 20:18:27 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 20:18:27 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-18 20:18:27 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpsxfp1kwo.jsonl...
2026-06-18 20:18:27 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-18 20:18:27 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmph8d4t2df.jsonl...
2026-06-18 20:18:27 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: invalid literal: line 1 column 1 (char 0)
2026-06-18 20:18:27 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-18 20:18:27 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 20:18:27 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 20:18:27 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 20:18:27 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 20:18:27 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 20:18:27 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 20:18:27 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 20:18:27 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 20:18:27 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-18 20:18:27 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-18 20:18:27 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-18 20:19:42 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 20:19:42 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-18 20:19:42 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 20:19:42 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-18 20:19:42 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpmr27zknk.jsonl...
2026-06-18 20:19:42 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-18 20:19:42 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpxf2fwazm.jsonl...
2026-06-18 20:19:42 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: invalid literal: line 1 column 1 (char 0)
2026-06-18 20:19:42 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-18 20:19:42 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 20:19:42 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 20:19:42 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 20:19:42 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 20:19:42 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 20:19:42 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 20:19:42 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 20:19:42 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 20:19:42 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-18 20:19:42 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-18 20:19:42 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-18 20:20:15 | __main__                       | INFO    | ======================================================================
2026-06-18 20:20:15 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-18 20:20:15 | __main__                       | INFO    | ======================================================================
2026-06-18 20:20:15 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-18 20:20:15 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-18 20:20:15 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-18 20:20:15 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-18 20:20:15 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-18 20:20:15 | __main__                       | INFO    | Phase 2+3+4: Streaming candidates, pre-filtering, and calculating structured features...
2026-06-18 20:20:56 | __main__                       | INFO    |   Processed: 44599 candidates, 0 invalid, 55401 pre-filtered in 41.6s
2026-06-18 20:20:56 | __main__                       | INFO    |   Selected top 5000 candidates by structured score for semantic reranking
2026-06-18 20:20:56 | __main__                       | INFO    | Phase 6: Semantic embedding and similarity...
2026-06-18 20:20:56 | src.semantic.embedding_store   | INFO    | No cached embeddings found
2026-06-18 20:21:14 | src.semantic.embedding_generator | INFO    | CPU threading: 6 threads (from 12 logical cores)
2026-06-18 20:21:14 | src.semantic.embedding_generator | INFO    | Loading model from local cache: /home/dev/Documents/RedRob project/Redrob-Codebase/models/all-MiniLM-L6-v2 (forcing CPU)
2026-06-18 20:21:15 | src.semantic.embedding_generator | INFO    | Encoding 5000 texts in batches of 512
2026-06-18 20:22:52 | src.semantic.embedding_generator | INFO    | Generated embeddings: shape (5000, 384)
2026-06-18 20:22:52 | src.utils.io_utils             | INFO    | Saved numpy array (5000, 384) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_embeddings.npy
2026-06-18 20:22:52 | src.utils.io_utils             | INFO    | Saved numpy array (5000,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_ids.npy
2026-06-18 20:22:52 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/jd_embedding.npy
2026-06-18 20:22:52 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 5000 candidates (mean=0.5318, max=0.6412)
2026-06-18 20:22:52 | __main__                       | INFO    |   Computing concept embeddings...
2026-06-18 20:22:52 | src.semantic.embedding_store   | INFO    | Concept embedding 'ranking' not found at /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_ranking.npy
2026-06-18 20:22:52 | src.semantic.embedding_generator | INFO    | Encoded concept 'ranking': shape (384,)
2026-06-18 20:22:52 | src.semantic.embedding_generator | INFO    | Encoded concept 'evaluation': shape (384,)
2026-06-18 20:22:52 | src.semantic.embedding_generator | INFO    | Encoded concept 'production': shape (384,)
2026-06-18 20:22:52 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_ranking.npy
2026-06-18 20:22:52 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_evaluation.npy
2026-06-18 20:22:52 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_production.npy
2026-06-18 20:22:52 | src.semantic.embedding_store   | INFO    | Saved 3 concept embeddings to /home/dev/Documents/RedRob project/Redrob-Codebase/models
2026-06-18 20:22:52 | __main__                       | INFO    |   Concept embeddings computed and cached
2026-06-18 20:22:52 | src.semantic.semantic_ranker   | INFO    | Computed concept scores for 5000 candidates across 3 concepts
2026-06-18 20:22:52 | __main__                       | INFO    |   Semantic + concept scoring complete in 115.9s
2026-06-18 20:22:52 | __main__                       | INFO    | Phase 7: Score combination...
2026-06-18 20:22:52 | src.ranking.score_combiner     | INFO    | Combined scores for 5000 candidates
2026-06-18 20:22:52 | __main__                       | INFO    | Phase 8: Detailed honeypot on top 300 post-scoring...
2026-06-18 20:22:52 | __main__                       | INFO    |   Detailed honeypot: 300 survived from top 300, in 0.0s
2026-06-18 20:22:52 | __main__                       | INFO    | Phase 9: Ranking and selection...
2026-06-18 20:22:52 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.7739 – 0.5977)
2026-06-18 20:22:52 | __main__                       | INFO    | Phase 10: Generating reasoning...
2026-06-18 20:22:52 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 100 candidates
2026-06-18 20:22:52 | __main__                       | INFO    | Phase 11: Building submission CSV...
2026-06-18 20:22:52 | src.ranking.submission_builder | INFO    | Submission saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv (100 rows)
2026-06-18 20:22:52 | src.ranking.submission_builder | INFO    | Debug candidate CSV saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/debug/candidate_debug.csv (100 rows)
2026-06-18 20:22:53 | src.ranking.submission_builder | INFO    | Full scores saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/candidate_scores.csv (5000 rows)
2026-06-18 20:22:53 | __main__                       | INFO    | ======================================================================
2026-06-18 20:22:53 | __main__                       | INFO    | Pipeline complete in 157.8s
2026-06-18 20:22:53 | __main__                       | INFO    | Submission: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv
2026-06-18 20:22:53 | __main__                       | INFO    | Top candidate: CAND_0018499 (score: 0.7739)
2026-06-18 20:22:53 | __main__                       | INFO    | 100th candidate: CAND_0018722 (score: 0.5977)
2026-06-18 20:22:53 | __main__                       | INFO    | ======================================================================
2026-06-18 20:25:39 | __main__                       | INFO    | ======================================================================
2026-06-18 20:25:39 | __main__                       | INFO    | RedRob Candidate Ranking Pipeline — Starting
2026-06-18 20:25:39 | __main__                       | INFO    | ======================================================================
2026-06-18 20:25:39 | __main__                       | INFO    | Phase 1: Parsing job description...
2026-06-18 20:25:39 | src.features.jd_feature_mapper | INFO    | JD parsed: 33 must-have skills, 0 preferred, experience range: [5.0, 9.0], 12 domain keywords
2026-06-18 20:25:39 | __main__                       | INFO    |   Must-have skills: ['a/b test', 'a/b testing', 'distributed systems', 'elasticsearch', 'embedding', 'embeddings', 'faiss', 'fine-tune', 'fine-tuning', 'git']
2026-06-18 20:25:39 | __main__                       | INFO    |   Experience range: [5.0, 9.0]
2026-06-18 20:25:39 | __main__                       | INFO    |   Domain keywords: ['deployment', 'distributed', 'embedding', 'evaluation', 'inference', 'matching', 'metrics', 'production', 'ranking', 'recommendation']
2026-06-18 20:25:39 | __main__                       | INFO    | Phase 2+3+4: Streaming candidates, pre-filtering, and calculating structured features...
2026-06-18 20:26:23 | __main__                       | INFO    |   Processed: 44599 candidates, 0 invalid, 55401 pre-filtered in 44.2s
2026-06-18 20:26:23 | __main__                       | INFO    |   Selected top 5000 candidates by structured score for semantic reranking
2026-06-18 20:26:23 | __main__                       | INFO    | Phase 6: Semantic embedding and similarity...
2026-06-18 20:26:23 | src.semantic.embedding_store   | INFO    | No cached embeddings found
2026-06-18 20:26:27 | src.semantic.embedding_generator | INFO    | CPU threading: 6 threads (from 12 logical cores)
2026-06-18 20:26:27 | src.semantic.embedding_generator | INFO    | Loading model from local cache: /home/dev/Documents/RedRob project/Redrob-Codebase/models/all-MiniLM-L6-v2 (forcing CPU)
2026-06-18 20:26:27 | src.semantic.embedding_generator | INFO    | Encoding 5000 texts in batches of 512
2026-06-18 20:28:13 | src.semantic.embedding_generator | INFO    | Generated embeddings: shape (5000, 384)
2026-06-18 20:28:13 | src.utils.io_utils             | INFO    | Saved numpy array (5000, 384) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_embeddings.npy
2026-06-18 20:28:13 | src.utils.io_utils             | INFO    | Saved numpy array (5000,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/candidate_ids.npy
2026-06-18 20:28:13 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/jd_embedding.npy
2026-06-18 20:28:13 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 5000 candidates (mean=0.5318, max=0.6412)
2026-06-18 20:28:13 | __main__                       | INFO    |   Computing concept embeddings...
2026-06-18 20:28:13 | src.semantic.embedding_store   | INFO    | Concept embedding 'ranking' not found at /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_ranking.npy
2026-06-18 20:28:13 | src.semantic.embedding_generator | INFO    | Encoded concept 'ranking': shape (384,)
2026-06-18 20:28:13 | src.semantic.embedding_generator | INFO    | Encoded concept 'evaluation': shape (384,)
2026-06-18 20:28:13 | src.semantic.embedding_generator | INFO    | Encoded concept 'production': shape (384,)
2026-06-18 20:28:13 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_ranking.npy
2026-06-18 20:28:13 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_evaluation.npy
2026-06-18 20:28:13 | src.utils.io_utils             | INFO    | Saved numpy array (384,) to /home/dev/Documents/RedRob project/Redrob-Codebase/models/concept_production.npy
2026-06-18 20:28:13 | src.semantic.embedding_store   | INFO    | Saved 3 concept embeddings to /home/dev/Documents/RedRob project/Redrob-Codebase/models
2026-06-18 20:28:13 | __main__                       | INFO    |   Concept embeddings computed and cached
2026-06-18 20:28:13 | src.semantic.semantic_ranker   | INFO    | Computed concept scores for 5000 candidates across 3 concepts
2026-06-18 20:28:13 | __main__                       | INFO    |   Semantic + concept scoring complete in 109.7s
2026-06-18 20:28:13 | __main__                       | INFO    | Phase 7: Score combination...
2026-06-18 20:28:13 | src.ranking.score_combiner     | INFO    | Combined scores for 5000 candidates
2026-06-18 20:28:13 | __main__                       | INFO    | Phase 8: Detailed honeypot on top 300 post-scoring...
2026-06-18 20:28:13 | __main__                       | INFO    |   Detailed honeypot: 300 survived from top 300, in 0.0s
2026-06-18 20:28:13 | __main__                       | INFO    | Phase 9: Ranking and selection...
2026-06-18 20:28:13 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.7739 – 0.5977)
2026-06-18 20:28:13 | __main__                       | INFO    | Phase 10: Generating reasoning...
2026-06-18 20:28:13 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 100 candidates
2026-06-18 20:28:13 | __main__                       | INFO    | Phase 11: Building submission CSV...
2026-06-18 20:28:13 | src.ranking.submission_builder | INFO    | Submission saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv (100 rows)
2026-06-18 20:28:13 | src.ranking.submission_builder | INFO    | Debug candidate CSV saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/debug/candidate_debug.csv (100 rows)
2026-06-18 20:28:13 | src.ranking.submission_builder | INFO    | Full scores saved: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/candidate_scores.csv (5000 rows)
2026-06-18 20:28:13 | __main__                       | INFO    | ======================================================================
2026-06-18 20:28:13 | __main__                       | INFO    | Pipeline complete in 154.1s
2026-06-18 20:28:13 | __main__                       | INFO    | Submission: /home/dev/Documents/RedRob project/Redrob-Codebase/outputs/submission.csv
2026-06-18 20:28:13 | __main__                       | INFO    | Top candidate: CAND_0018499 (score: 0.7739)
2026-06-18 20:28:13 | __main__                       | INFO    | 100th candidate: CAND_0018722 (score: 0.5977)
2026-06-18 20:28:13 | __main__                       | INFO    | ======================================================================
2026-06-18 21:21:51 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 21:21:51 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-18 21:21:51 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 21:21:51 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-18 21:21:51 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpcnae526x.jsonl...
2026-06-18 21:21:51 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-18 21:21:51 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp_8a9mi12.jsonl...
2026-06-18 21:21:51 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: invalid literal: line 1 column 1 (char 0)
2026-06-18 21:21:51 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-18 21:21:51 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 21:21:51 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 21:21:51 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:21:51 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:21:51 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:21:51 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:21:51 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:21:51 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:21:51 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-18 21:21:51 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-18 21:21:51 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-18 21:22:27 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 21:22:27 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-18 21:22:27 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 21:22:27 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-18 21:22:27 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpo_l4ydas.jsonl...
2026-06-18 21:22:27 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-18 21:22:27 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp7jp64g4v.jsonl...
2026-06-18 21:22:27 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: invalid literal: line 1 column 1 (char 0)
2026-06-18 21:22:27 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-18 21:22:27 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 21:22:27 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 21:22:27 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:22:27 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:22:27 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:22:27 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:22:27 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:22:27 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:22:27 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-18 21:22:27 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-18 21:22:27 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-18 21:23:32 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 21:23:32 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-18 21:23:32 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 21:23:32 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-18 21:23:32 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp0v2lkavq.jsonl...
2026-06-18 21:23:32 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-18 21:23:32 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp9wvx4j8j.jsonl...
2026-06-18 21:23:32 | src.utils.io_utils             | WARNING | Malformed JSON at line 2: invalid literal: line 1 column 1 (char 0)
2026-06-18 21:23:32 | src.ingestion.data_loader      | INFO    | Loaded 2 candidate records
2026-06-18 21:23:32 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 21:23:32 | src.ranking.score_combiner     | INFO    | Combined scores for 10 candidates
2026-06-18 21:23:32 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:23:32 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:23:32 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:23:32 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:23:32 | src.ranking.score_combiner     | INFO    | Combined scores for 200 candidates
2026-06-18 21:23:32 | src.ranking.ranker             | INFO    | Ranked top 100 candidates (score range: 0.9050 – 0.5337)
2026-06-18 21:23:32 | src.ranking.reasoning_generator | INFO    | Generated reasoning for 1 candidates
2026-06-18 21:23:32 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 2 candidates (mean=0.5000, max=1.0000)
2026-06-18 21:23:32 | src.semantic.semantic_ranker   | INFO    | Computed semantic scores for 10 candidates (mean=0.0129, max=0.0528)
2026-06-18 21:23:54 | src.features.jd_feature_mapper | INFO    | JD parsed: 3 must-have skills, 3 preferred, experience range: [5.0, 9.0], 3 domain keywords
2026-06-18 21:23:54 | src.features.jd_feature_mapper | INFO    | JD parsed: 0 must-have skills, 0 preferred, experience range: [5.0, 9.0], 0 domain keywords
2026-06-18 21:23:54 | src.ingestion.data_loader      | INFO    | Loading candidates from /home/dev/Documents/RedRob project/Redrob-Codebase/data/candidates.jsonl...
2026-06-18 21:23:54 | src.ingestion.data_loader      | INFO    | Loaded 10 candidate records
2026-06-18 21:23:54 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmpj99fkcpu.jsonl...
2026-06-18 21:23:54 | src.ingestion.data_loader      | INFO    | Loaded 5 candidate records
2026-06-18 21:23:54 | src.ingestion.data_loader      | INFO    | Loading candidates from /tmp/tmp0uec4uhc.jsonl...
